,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
0,2.128231705849268,0.5306282510621704,0.0,1.0647107369924282,0.07325046173959274,2.4849066497880004,3.5553480614894135,0.6920465751159123,1.506297153514587,0.44468582126144574,2.341805806147327,5
1,2.174751721484161,0.6312717768418578,0.0,1.2809338454620642,0.09349034308733897,3.258096538021482,4.219507705176107,0.6915458991929714,1.4350845252893227,0.5187937934151676,2.379546134130174,5
2,2.174751721484161,0.5653138090500605,0.03922071315328133,1.1939224684724346,0.08801087732271337,2.772588722239781,4.007333185232471,0.6916460544336781,1.449269160281279,0.5007752879124892,2.379546134130174,5
3,2.501435951739211,0.2468600779315258,0.44468582126144574,1.0647107369924282,0.07232066157962608,2.8903717578961645,4.110873864173311,0.6921466802263617,1.425515074273172,0.4574248470388755,2.379546134130174,6
4,2.128231705849268,0.5306282510621704,0.0,1.0647107369924282,0.07325046173959274,2.4849066497880004,3.5553480614894135,0.6920465751159123,1.506297153514587,0.44468582126144574,2.341805806147327,5
5,2.128231705849268,0.506817602368452,0.0,1.0296194171811581,0.07232066157962608,2.6390573296152584,3.713572066704308,0.6920465751159123,1.506297153514587,0.44468582126144574,2.341805806147327,5
6,2.186051276738094,0.47000362924573563,0.058268908123975824,0.9555114450274363,0.06672363204290813,2.772588722239781,4.0943445622221,0.6913455586133171,1.4586150226995167,0.37843643572024505,2.341805806147327,5
7,2.1162555148025524,0.5007752879124892,0.0,0.7884573603642703,0.06297479916138839,2.772588722239781,3.091042453358316,0.6904435289856306,1.4793292270870801,0.3852624007906449,2.3978952727983707,7
8,2.174751721484161,0.4574248470388755,0.01980262729617973,1.0986122886681098,0.07045846364856137,2.302585092994046,2.9444389791664403,0.6915458991929714,1.4724720573609429,0.45107561936021656,2.3513752571634776,7
9,2.1400661634962708,0.4054651081081644,0.30748469974796055,1.9600947840472698,0.06859279146561167,2.8903717578961645,4.634728988229636,0.6920465751159123,1.4701758451005926,0.5877866649021191,2.4423470353692043,5
10,2.0412203288596382,0.4574248470388755,0.0769610411361284,1.0296194171811581,0.09257918129309317,2.772588722239781,4.189654742026425,0.6910950764338145,1.4539530095937052,0.43178241642553783,2.322387720290225,5
11,2.1400661634962708,0.4054651081081644,0.30748469974796055,1.9600947840472698,0.06859279146561167,2.8903717578961645,4.634728988229636,0.6920465751159123,1.4701758451005926,0.5877866649021191,2.4423470353692043,5
12,1.8870696490323797,0.47933495667461984,0.0,0.9555114450274363,0.0852598439508234,2.833213344056216,4.0943445622221,0.6902931115770389,1.5216989981260935,0.41871033485818504,2.388762789235098,5
13,2.174751721484161,0.47623417899637155,0.25464221837358075,0.9555114450274363,0.10795714150509236,2.302585092994046,3.4011973816621555,0.6918463348268972,1.449269160281279,0.8109302162163288,2.312535423847214,5
14,2.2925347571405443,0.4824261492442928,0.16551443847757333,1.5686159179138452,0.16211884947643512,3.970291913552122,4.983606621708336,0.692446935445552,1.425515074273172,0.6312717768418578,2.322387720290225,5
15,2.2925347571405443,0.4824261492442928,0.17395330712343798,1.589235205116581,0.1570037488096647,3.9512437185814275,5.003946305945459,0.692446935445552,1.4279160358107101,0.6575200029167942,2.322387720290225,5
16,2.2512917986064953,0.2468600779315258,0.44468582126144574,1.0296194171811581,0.08801087732271337,3.58351893845611,4.6443908991413725,0.691595978067209,1.4586150226995167,0.5596157879354227,2.4423470353692043,7
17,2.2082744135228043,0.44468582126144574,0.2468600779315258,0.9932517730102834,0.1823215567939546,2.833213344056216,4.04305126783455,0.6915458991929714,1.413423028508143,0.8109302162163288,2.33214389523559,5
18,2.128231705849268,0.46373401623214006,0.0769610411361284,1.6863989535702288,0.08250122151174377,1.9459101490553132,3.4011973816621555,0.6918463348268972,1.4770487243883548,0.4054651081081644,2.302585092994046,4
19,2.186051276738094,0.27763173659827955,0.412109650826833,1.0296194171811581,0.1823215567939546,2.8903717578961645,4.04305126783455,0.691595978067209,1.3962446919730587,0.7323678937132266,2.322387720290225,6
20,2.2925347571405443,0.19885085874516517,0.3920420877760237,1.0296194171811581,0.07417939817425147,3.4011973816621555,4.110873864173311,0.6915458991929714,1.4793292270870801,0.4252677354043441,2.341805806147327,6
21,2.151762203259462,0.32930374714260047,0.2700271372130602,1.1939224684724346,0.07881118042428985,3.1780538303479458,4.276666119016055,0.6922467753167811,1.5085119938441398,0.5007752879124892,2.3702437414678603,5
22,2.186051276738094,0.3576744442718159,0.1906203596086497,0.9555114450274363,0.10074990310014315,2.3978952727983707,3.6375861597263857,0.6914457339201877,1.4279160358107101,0.6471032420585385,2.3513752571634776,5
23,2.2512917986064953,0.3987761199573678,0.10436001532424286,1.1939224684724346,0.08065790301745454,2.302585092994046,4.219507705176107,0.6915458991929714,1.4279160358107101,0.4252677354043441,2.341805806147327,5
24,2.066862759472976,0.3364722366212129,0.1310282624064042,1.2237754316221157,0.08157998699242285,3.091042453358316,3.713572066704308,0.6915458991929714,1.4883995840570443,0.4885800148186709,2.3702437414678603,6
25,1.9878743481543455,0.32930374714260047,0.14842000511827322,0.8754687373538999,0.0769610411361284,2.4849066497880004,3.1780538303479458,0.6908946455066516,1.4678743481123135,0.44468582126144574,2.33214389523559,5
26,2.151762203259462,0.34358970439007686,0.2151113796169455,1.0296194171811581,0.0769610411361284,1.6094379124341003,2.4849066497880004,0.691245373270349,1.4539530095937052,0.46373401623214006,2.3513752571634776,5
27,2.186051276738094,0.3576744442718159,0.1906203596086497,0.9555114450274363,0.10074990310014315,2.3978952727983707,3.6375861597263857,0.6914457339201877,1.4279160358107101,0.6471032420585385,2.3513752571634776,5
28,2.0918640616783932,0.5364933705145685,0.0,1.0647107369924282,0.0769610411361284,2.70805020110221,3.58351893845611,0.691746199644317,1.4973884086254776,0.4382549309311553,2.341805806147327,5
29,2.174751721484161,0.49774038421733524,0.0,1.0986122886681098,0.07881118042428985,2.1972245773362196,2.833213344056216,0.6913455586133171,1.4770487243883548,0.46373401623214006,2.379546134130174,6
30,2.0412203288596382,0.5158131652770298,0.06765864847381486,1.2237754316221157,0.0852598439508234,2.8903717578961645,4.418840607796598,0.6910449724680751,1.4701758451005926,0.43178241642553783,2.4069451083182885,5
31,2.066862759472976,0.521765563804325,0.0,1.252762968495368,0.09984533496971612,3.1354942159291497,3.6375861597263857,0.6914457339201877,1.4951487660319727,0.45107561936021656,2.451005098112319,6
32,2.2300144001592104,0.5038010088290262,0.11332868530700327,1.1939224684724346,0.07973496801885352,2.772588722239781,4.736198448394496,0.6914457339201877,1.4279160358107101,0.506817602368452,2.379546134130174,5
33,2.066862759472976,0.4731237565819792,0.11332868530700327,2.0794415416798357,0.07045846364856137,3.713572066704308,4.430816798843313,0.6927971192956498,1.4929040961781488,0.41871033485818504,2.341805806147327,6
34,1.824549292051046,0.27763173659827955,0.22314355131420976,1.0296194171811581,0.0980337402713654,2.6390573296152584,3.9318256327243257,0.6909948659918026,1.4770487243883548,0.4382549309311553,2.322387720290225,5
35,2.174751721484161,0.49774038421733524,0.0,1.8718021769015913,0.08250122151174377,1.791759469228055,2.9444389791664403,0.692446935445552,1.4816045409242156,0.4382549309311553,2.3608540011180215,6
36,2.174751721484161,0.47000362924573563,0.1310282624064042,1.2237754316221157,0.08250122151174377,1.3862943611198906,2.772588722239781,0.6918963986582927,1.4861396960896067,0.47000362924573563,2.468099531471619,6
37,2.2082744135228043,0.3220834991691132,0.2468600779315258,1.1314021114911006,0.06391332574365285,2.6390573296152584,3.4339872044851463,0.6915458991929714,1.4422019930581866,0.5481214085096876,2.3702437414678603,7
38,1.9021075263969205,0.7419373447293773,0.08617769624105241,0.9162907318741551,0.1587116911548208,2.0794415416798357,2.995732273553991,0.6901426715396466,1.5040773967762742,0.3920420877760237,2.379546134130174,4
39,2.1162555148025524,0.371563556432483,0.30748469974796055,1.9315214116032138,0.071389996086673,2.5649493574615367,4.477336814478207,0.6920465751159123,1.4655675420143985,0.6043159668533296,2.4423470353692043,5
40,2.1162555148025524,0.371563556432483,0.30748469974796055,1.9315214116032138,0.071389996086673,2.5649493574615367,4.477336814478207,0.6920465751159123,1.4655675420143985,0.6043159668533296,2.4423470353692043,5
41,2.2823823856765264,0.47623417899637155,0.26236426446749106,1.33500106673234,0.08434114843375096,2.8903717578961645,3.8501476017100584,0.6919464599834264,1.449269160281279,0.412109650826833,2.33214389523559,4
42,2.1400661634962708,0.3987761199573678,0.1823215567939546,1.2809338454620642,0.1823215567939546,2.1972245773362196,2.70805020110221,0.6915458991929714,1.43746264769429,0.6418538861723947,2.4423470353692043,6
43,2.2082744135228043,0.506817602368452,0.19885085874516517,1.1631508098056809,0.06672363204290813,2.302585092994046,3.1780538303479458,0.6915458991929714,1.4586150226995167,0.7884573603642703,2.424802725718295,5
44,2.0541237336955462,0.5128236264286637,0.01980262729617973,1.0296194171811581,0.04879016416943205,1.791759469228055,2.4849066497880004,0.691245373270349,1.4996230464268938,0.41871033485818504,2.3513752571634776,5
45,1.7227665977411035,0.41871033485818504,0.13976194237515863,1.1314021114911006,0.05259245011917063,2.1972245773362196,4.189654742026425,0.6898417235512188,1.5686159179138452,0.44468582126144574,2.6461747973841225,4
46,2.163323025660538,0.6601073264817452,0.3576744442718159,1.1631508098056809,0.10795714150509236,3.1354942159291497,4.74493212836325,0.6916460544336781,1.4469189829363254,0.5481214085096876,2.322387720290225,5
47,2.272125885509337,0.25464221837358075,0.41871033485818504,0.9555114450274363,0.10705907229340778,2.5649493574615367,3.6375861597263857,0.691595978067209,1.4469189829363254,0.4574248470388755,2.3513752571634776,5
48,2.0014800002101243,0.3364722366212129,0.20701416938432612,0.9555114450274363,0.06391332574365285,1.791759469228055,2.5649493574615367,0.6910449724680751,1.4678743481123135,0.44468582126144574,2.322387720290225,5
49,1.8870696490323797,0.2700271372130602,0.3148107398400336,0.8754687373538999,0.071389996086673,2.5649493574615367,4.574710978503383,0.6908445314972698,1.463255402256019,0.4574248470388755,2.322387720290225,5
50,2.2823823856765264,0.506817602368452,0.23111172096338664,0.9932517730102834,0.071389996086673,1.6094379124341003,3.1780538303479458,0.6916961282926306,1.423108334242607,0.5538851132264376,2.322387720290225,5
